path,score
..\data\train\spoof\spoof_38020.wav,0.0
..\data\train\spoof\spoof_17959.wav,0.0
..\data\train\spoof\spoof_12404.wav,0.0
..\data\train\spoof\spoof_24277.wav,0.0
..\data\train\spoof\spoof_05922.wav,0.0
..\data\train\spoof\spoof_26800.wav,0.0
..\data\train\spoof\spoof_36888.wav,0.0
..\data\train\spoof\spoof_09238.wav,0.0
..\data\train\human\human_02531.wav,1.0
..\data\train\spoof\spoof_13386.wav,0.0
..\data\train\spoof\spoof_35315.wav,0.0
..\data\train\spoof\spoof_07056.wav,0.0
..\data\train\spoof\spoof_02951.wav,0.0
..\data\train\spoof\spoof_30548.wav,0.0
..\data\train\spoof\spoof_15109.wav,0.0
..\data\train\spoof\spoof_26653.wav,0.0
..\data\train\spoof\spoof_13688.wav,0.0
..\data\train\spoof\spoof_09748.wav,0.0
..\data\train\spoof\spoof_06716.wav,0.0
..\data\train\spoof\spoof_36832.wav,0.0
..\data\train\spoof\spoof_33762.wav,0.0
..\data\train\human\human_00288.wav,1.0
..\data\train\spoof\spoof_06760.wav,0.0
..\data\train\human\human_08358.wav,1.0
..\data\train\spoof\spoof_36693.wav,0.0
..\data\train\human\human_07856.wav,1.0
..\data\train\spoof\spoof_31021.wav,0.0
..\data\train\spoof\spoof_06530.wav,0.0
..\data\train\spoof\spoof_06658.wav,0.0
..\data\train\spoof\spoof_38537.wav,1.0
..\data\train\spoof\spoof_07564.wav,0.0
..\data\train\spoof\spoof_16783.wav,0.0
..\data\train\spoof\spoof_02238.wav,0.0
..\data\train\spoof\spoof_12364.wav,0.0
..\data\train\spoof\spoof_26226.wav,0.0
..\data\train\spoof\spoof_39372.wav,0.0
..\data\train\spoof\spoof_01952.wav,0.0
..\data\train\spoof\spoof_32786.wav,0.0
..\data\train\spoof\spoof_35651.wav,0.0
..\data\train\human\human_01119.wav,1.0
..\data\train\spoof\spoof_30527.wav,0.0
..\data\train\spoof\spoof_36223.wav,0.0
..\data\train\human\human_00710.wav,1.0
..\data\train\spoof\spoof_08299.wav,0.0
..\data\train\spoof\spoof_04666.wav,0.0
..\data\train\spoof\spoof_15523.wav,0.0
..\data\train\spoof\spoof_37593.wav,0.0
..\data\train\human\human_06934.wav,1.0
..\data\train\human\human_05848.wav,1.0
..\data\train\spoof\spoof_14905.wav,0.0
..\data\train\spoof\spoof_00475.wav,0.0
..\data\train\spoof\spoof_06992.wav,0.0
..\data\train\spoof\spoof_08655.wav,0.0
..\data\train\spoof\spoof_08732.wav,0.0
..\data\train\spoof\spoof_36259.wav,0.0
..\data\train\spoof\spoof_23949.wav,0.0
..\data\train\spoof\spoof_35785.wav,0.0
..\data\train\spoof\spoof_01015.wav,0.0
..\data\train\spoof\spoof_02579.wav,0.0
..\data\train\spoof\spoof_22618.wav,0.0
..\data\train\spoof\spoof_12981.wav,0.0
..\data\train\spoof\spoof_07800.wav,0.0
..\data\train\spoof\spoof_18163.wav,0.0
..\data\train\spoof\spoof_22731.wav,0.0
..\data\train\spoof\spoof_27413.wav,0.0
..\data\train\spoof\spoof_17890.wav,0.0
..\data\train\spoof\spoof_20026.wav,0.0
..\data\train\spoof\spoof_09449.wav,0.0
..\data\train\spoof\spoof_37882.wav,0.0
..\data\train\spoof\spoof_10142.wav,0.0
..\data\train\human\human_05358.wav,1.0
..\data\train\spoof\spoof_37386.wav,0.0
..\data\train\spoof\spoof_35843.wav,0.0
..\data\train\human\human_09938.wav,1.0
..\data\train\spoof\spoof_39146.wav,0.0
..\data\train\spoof\spoof_33747.wav,0.0
..\data\train\spoof\spoof_10218.wav,0.0
..\data\train\human\human_07183.wav,1.0
..\data\train\spoof\spoof_34318.wav,0.0
..\data\train\spoof\spoof_17643.wav,0.0
..\data\train\human\human_06944.wav,1.0
..\data\train\spoof\spoof_35238.wav,0.0
..\data\train\spoof\spoof_10849.wav,0.0
..\data\train\spoof\spoof_08093.wav,0.0
..\data\train\spoof\spoof_03955.wav,0.0
..\data\train\human\human_02408.wav,1.0
..\data\train\spoof\spoof_06786.wav,0.0
..\data\train\spoof\spoof_01866.wav,0.0
..\data\train\spoof\spoof_33402.wav,0.0
..\data\train\spoof\spoof_25581.wav,0.0
..\data\train\spoof\spoof_24828.wav,0.0
..\data\train\spoof\spoof_38296.wav,0.0
..\data\train\spoof\spoof_09436.wav,0.0
..\data\train\human\human_06675.wav,1.0
..\data\train\spoof\spoof_25986.wav,0.0
..\data\train\spoof\spoof_24363.wav,0.0
..\data\train\spoof\spoof_18987.wav,0.0
..\data\train\spoof\spoof_34325.wav,0.0
..\data\train\spoof\spoof_24682.wav,0.0
..\data\train\spoof\spoof_19589.wav,0.0
..\data\train\human\human_09301.wav,1.0
..\data\train\spoof\spoof_35570.wav,0.0
..\data\train\spoof\spoof_36854.wav,0.0
..\data\train\spoof\spoof_16276.wav,0.0
..\data\train\spoof\spoof_12558.wav,0.0
..\data\train\human\human_04804.wav,1.0
..\data\train\spoof\spoof_16825.wav,0.0
..\data\train\spoof\spoof_12424.wav,0.0
..\data\train\human\human_07455.wav,1.0
..\data\train\spoof\spoof_37237.wav,0.0
..\data\train\spoof\spoof_33578.wav,0.0
..\data\train\spoof\spoof_03637.wav,0.0
..\data\train\human\human_07739.wav,1.0
..\data\train\spoof\spoof_12304.wav,0.0
..\data\train\spoof\spoof_12884.wav,0.0
..\data\train\spoof\spoof_05951.wav,0.0
..\data\train\spoof\spoof_36931.wav,0.0
..\data\train\human\human_02845.wav,1.0
..\data\train\spoof\spoof_06863.wav,0.0
..\data\train\spoof\spoof_04110.wav,0.0
..\data\train\human\human_04604.wav,1.0
..\data\train\spoof\spoof_06917.wav,0.0
..\data\train\spoof\spoof_08975.wav,0.0
..\data\train\spoof\spoof_20076.wav,0.0
..\data\train\spoof\spoof_38295.wav,0.0
..\data\train\spoof\spoof_26431.wav,0.0
..\data\train\spoof\spoof_22473.wav,0.0
..\data\train\spoof\spoof_37006.wav,0.0
..\data\train\spoof\spoof_01201.wav,0.0
..\data\train\spoof\spoof_02341.wav,0.0
..\data\train\spoof\spoof_15342.wav,0.0
..\data\train\human\human_06557.wav,1.0
..\data\train\human\human_09884.wav,1.0
..\data\train\spoof\spoof_27615.wav,0.0
..\data\train\spoof\spoof_32498.wav,0.0
..\data\train\spoof\spoof_01863.wav,0.0
..\data\train\spoof\spoof_34789.wav,0.0
..\data\train\spoof\spoof_32306.wav,0.0
..\data\train\human\human_01358.wav,1.0
..\data\train\spoof\spoof_23985.wav,0.0
..\data\train\spoof\spoof_14975.wav,0.0
..\data\train\human\human_02650.wav,1.0
..\data\train\spoof\spoof_20571.wav,0.0
..\data\train\spoof\spoof_07368.wav,0.0
..\data\train\spoof\spoof_10944.wav,0.0
..\data\train\spoof\spoof_24521.wav,1.0
..\data\train\spoof\spoof_26481.wav,0.0
..\data\train\spoof\spoof_13027.wav,0.0
..\data\train\spoof\spoof_19845.wav,0.0
..\data\train\human\human_00529.wav,1.0
..\data\train\human\human_06605.wav,1.0
..\data\train\spoof\spoof_33506.wav,0.0
..\data\train\spoof\spoof_20799.wav,0.0
..\data\train\spoof\spoof_21373.wav,0.0
..\data\train\human\human_02789.wav,1.0
..\data\train\spoof\spoof_07036.wav,0.0
..\data\train\spoof\spoof_34303.wav,0.0
..\data\train\spoof\spoof_10433.wav,0.0
..\data\train\spoof\spoof_16888.wav,0.0
..\data\train\spoof\spoof_02244.wav,0.0
..\data\train\spoof\spoof_25544.wav,0.0
..\data\train\spoof\spoof_13829.wav,0.0
..\data\train\human\human_05042.wav,1.0
..\data\train\spoof\spoof_07323.wav,0.0
..\data\train\spoof\spoof_30467.wav,0.0
..\data\train\human\human_05303.wav,1.0
..\data\train\spoof\spoof_15708.wav,0.0
..\data\train\spoof\spoof_36959.wav,0.0
..\data\train\spoof\spoof_10250.wav,0.0
..\data\train\spoof\spoof_26381.wav,0.0
..\data\train\spoof\spoof_08287.wav,0.0
..\data\train\spoof\spoof_08004.wav,0.0
..\data\train\spoof\spoof_11472.wav,0.0
..\data\train\human\human_00005.wav,1.0
..\data\train\spoof\spoof_13773.wav,0.0
..\data\train\spoof\spoof_24256.wav,0.0
..\data\train\human\human_07553.wav,1.0
..\data\train\spoof\spoof_18542.wav,0.0
..\data\train\spoof\spoof_10305.wav,0.0
..\data\train\spoof\spoof_04542.wav,0.0
..\data\train\spoof\spoof_33200.wav,0.0
..\data\train\spoof\spoof_01578.wav,0.0
..\data\train\spoof\spoof_32104.wav,0.0
..\data\train\spoof\spoof_38723.wav,0.0
..\data\train\spoof\spoof_00807.wav,0.0
..\data\train\human\human_05298.wav,1.0
..\data\train\spoof\spoof_02857.wav,0.0
..\data\train\spoof\spoof_29900.wav,0.0
..\data\train\spoof\spoof_17817.wav,0.0
..\data\train\spoof\spoof_20561.wav,0.0
..\data\train\spoof\spoof_10984.wav,0.0
..\data\train\spoof\spoof_00687.wav,0.0
..\data\train\human\human_09967.wav,1.0
..\data\train\spoof\spoof_10704.wav,0.0
..\data\train\spoof\spoof_32143.wav,1.0
..\data\train\spoof\spoof_31926.wav,0.0
..\data\train\spoof\spoof_39053.wav,0.0
..\data\train\spoof\spoof_25620.wav,0.0
..\data\train\spoof\spoof_28237.wav,0.0
..\data\train\spoof\spoof_26686.wav,0.0
..\data\train\spoof\spoof_22672.wav,0.0
..\data\train\human\human_09098.wav,1.0
..\data\train\spoof\spoof_11787.wav,0.0
..\data\train\human\human_09069.wav,1.0
..\data\train\spoof\spoof_19566.wav,0.0
..\data\train\spoof\spoof_29510.wav,0.0
..\data\train\spoof\spoof_31931.wav,0.0
..\data\train\spoof\spoof_17113.wav,0.0
..\data\train\spoof\spoof_37507.wav,0.0
..\data\train\spoof\spoof_28014.wav,0.0
..\data\train\human\human_00187.wav,1.0
..\data\train\spoof\spoof_33775.wav,0.0
..\data\train\spoof\spoof_31527.wav,0.0
..\data\train\spoof\spoof_09220.wav,1.0
..\data\train\spoof\spoof_32123.wav,0.0
..\data\train\human\human_04003.wav,1.0
..\data\train\spoof\spoof_16307.wav,0.0
..\data\train\spoof\spoof_25212.wav,0.0
..\data\train\spoof\spoof_13991.wav,0.0
..\data\train\spoof\spoof_22808.wav,0.0
..\data\train\spoof\spoof_09111.wav,0.0
..\data\train\spoof\spoof_14805.wav,0.0
..\data\train\spoof\spoof_23676.wav,0.0
..\data\train\spoof\spoof_34933.wav,0.0
..\data\train\spoof\spoof_15754.wav,0.0
..\data\train\spoof\spoof_06990.wav,0.0
..\data\train\spoof\spoof_13995.wav,0.0
..\data\train\human\human_02546.wav,1.0
..\data\train\human\human_00140.wav,1.0
..\data\train\spoof\spoof_38136.wav,0.0
..\data\train\spoof\spoof_33638.wav,0.0
..\data\train\spoof\spoof_17017.wav,0.0
..\data\train\spoof\spoof_04170.wav,0.0
..\data\train\spoof\spoof_18690.wav,0.0
..\data\train\spoof\spoof_10555.wav,0.0
..\data\train\human\human_02059.wav,1.0
..\data\train\spoof\spoof_04231.wav,0.0
..\data\train\spoof\spoof_10834.wav,0.0
..\data\train\spoof\spoof_18802.wav,0.0
..\data\train\spoof\spoof_00194.wav,0.0
..\data\train\spoof\spoof_07780.wav,0.0
..\data\train\spoof\spoof_20333.wav,0.0
..\data\train\spoof\spoof_11523.wav,0.0
..\data\train\spoof\spoof_05305.wav,0.0
..\data\train\spoof\spoof_08535.wav,0.0
..\data\train\spoof\spoof_15147.wav,0.0
..\data\train\spoof\spoof_04299.wav,0.0
..\data\train\spoof\spoof_19246.wav,0.0
..\data\train\spoof\spoof_32602.wav,0.0
..\data\train\spoof\spoof_26725.wav,0.0
..\data\train\spoof\spoof_25338.wav,0.0
..\data\train\spoof\spoof_04416.wav,0.0
..\data\train\human\human_07525.wav,1.0
..\data\train\spoof\spoof_22769.wav,0.0
..\data\train\spoof\spoof_32654.wav,0.0
..\data\train\spoof\spoof_06496.wav,1.0
..\data\train\spoof\spoof_18382.wav,0.0
..\data\train\human\human_09806.wav,1.0
..\data\train\human\human_04542.wav,1.0
..\data\train\spoof\spoof_04473.wav,0.0
..\data\train\spoof\spoof_39476.wav,0.0
..\data\train\spoof\spoof_15641.wav,0.0
..\data\train\spoof\spoof_21167.wav,0.0
..\data\train\spoof\spoof_25304.wav,0.0
..\data\train\spoof\spoof_06803.wav,0.0
..\data\train\human\human_01203.wav,1.0
..\data\train\spoof\spoof_03646.wav,0.0
..\data\train\spoof\spoof_31711.wav,0.0
..\data\train\spoof\spoof_30635.wav,0.0
..\data\train\spoof\spoof_37974.wav,0.0
..\data\train\spoof\spoof_32024.wav,0.0
..\data\train\spoof\spoof_34463.wav,0.0
..\data\train\spoof\spoof_30184.wav,0.0
..\data\train\spoof\spoof_13127.wav,0.0
..\data\train\spoof\spoof_26893.wav,0.0
..\data\train\spoof\spoof_19062.wav,0.0
..\data\train\spoof\spoof_16167.wav,0.0
..\data\train\spoof\spoof_17672.wav,0.0
..\data\train\spoof\spoof_10550.wav,0.0
..\data\train\spoof\spoof_17580.wav,0.0
..\data\train\spoof\spoof_17915.wav,0.0
..\data\train\spoof\spoof_05004.wav,0.0
..\data\train\human\human_02092.wav,1.0
..\data\train\spoof\spoof_38376.wav,0.0
..\data\train\spoof\spoof_25601.wav,0.0
..\data\train\spoof\spoof_10221.wav,0.0
..\data\train\spoof\spoof_10556.wav,0.0
..\data\train\spoof\spoof_16690.wav,0.0
..\data\train\human\human_09080.wav,1.0
..\data\train\spoof\spoof_27356.wav,0.0
..\data\train\spoof\spoof_27076.wav,0.0
..\data\train\spoof\spoof_11621.wav,0.0
..\data\train\spoof\spoof_21257.wav,0.0
..\data\train\spoof\spoof_25852.wav,0.0
..\data\train\human\human_07578.wav,1.0
..\data\train\human\human_06713.wav,1.0
..\data\train\human\human_02294.wav,1.0
..\data\train\human\human_01150.wav,1.0
..\data\train\spoof\spoof_34446.wav,0.0
..\data\train\spoof\spoof_23589.wav,1.0
..\data\train\spoof\spoof_13192.wav,0.0
..\data\train\spoof\spoof_08798.wav,0.0
..\data\train\spoof\spoof_18209.wav,0.0
..\data\train\spoof\spoof_35906.wav,0.0
..\data\train\spoof\spoof_04600.wav,0.0
..\data\train\spoof\spoof_39361.wav,0.0
..\data\train\spoof\spoof_11925.wav,0.0
..\data\train\spoof\spoof_06626.wav,0.0
..\data\train\spoof\spoof_02738.wav,0.0
..\data\train\spoof\spoof_05902.wav,0.0
..\data\train\spoof\spoof_32364.wav,0.0
..\data\train\spoof\spoof_01404.wav,0.0
..\data\train\spoof\spoof_08143.wav,0.0
..\data\train\spoof\spoof_18990.wav,0.0
..\data\train\spoof\spoof_25919.wav,0.0
..\data\train\spoof\spoof_24728.wav,0.0
..\data\train\spoof\spoof_11020.wav,0.0
..\data\train\spoof\spoof_07147.wav,0.0
..\data\train\spoof\spoof_07002.wav,0.0
..\data\train\spoof\spoof_06666.wav,0.0
..\data\train\human\human_08929.wav,1.0
..\data\train\spoof\spoof_33514.wav,1.0
..\data\train\spoof\spoof_26856.wav,0.0
..\data\train\spoof\spoof_06683.wav,0.0
..\data\train\human\human_07482.wav,1.0
..\data\train\spoof\spoof_29489.wav,0.0
..\data\train\spoof\spoof_26934.wav,0.0
..\data\train\human\human_04201.wav,1.0
..\data\train\human\human_07018.wav,1.0
..\data\train\human\human_04039.wav,1.0
..\data\train\spoof\spoof_36352.wav,0.0
..\data\train\spoof\spoof_27609.wav,0.0
..\data\train\spoof\spoof_39298.wav,0.0
..\data\train\spoof\spoof_14784.wav,0.0
..\data\train\spoof\spoof_28922.wav,0.0
..\data\train\spoof\spoof_26801.wav,0.0
..\data\train\spoof\spoof_07855.wav,0.0
..\data\train\spoof\spoof_38730.wav,0.0
..\data\train\spoof\spoof_25475.wav,0.0
..\data\train\spoof\spoof_39077.wav,0.0
..\data\train\spoof\spoof_02339.wav,0.0
..\data\train\human\human_06183.wav,1.0
..\data\train\spoof\spoof_24800.wav,0.0
..\data\train\spoof\spoof_00298.wav,0.0
..\data\train\spoof\spoof_35890.wav,0.0
..\data\train\spoof\spoof_27549.wav,0.0
..\data\train\spoof\spoof_00603.wav,0.0
..\data\train\spoof\spoof_13222.wav,0.0
..\data\train\human\human_09117.wav,1.0
..\data\train\human\human_04658.wav,1.0
..\data\train\human\human_08526.wav,1.0
..\data\train\spoof\spoof_20143.wav,0.0
..\data\train\human\human_05247.wav,1.0
..\data\train\spoof\spoof_19313.wav,0.0
..\data\train\spoof\spoof_03867.wav,0.0
..\data\train\spoof\spoof_30019.wav,0.0
..\data\train\spoof\spoof_27809.wav,0.0
..\data\train\spoof\spoof_29912.wav,0.0
..\data\train\spoof\spoof_13883.wav,0.0
..\data\train\human\human_01827.wav,1.0
..\data\train\spoof\spoof_23864.wav,0.0
..\data\train\spoof\spoof_38434.wav,0.0
..\data\train\spoof\spoof_02767.wav,0.0
..\data\train\spoof\spoof_29873.wav,0.0
..\data\train\spoof\spoof_23941.wav,0.0
..\data\train\spoof\spoof_35458.wav,0.0
..\data\train\spoof\spoof_35437.wav,0.0
..\data\train\spoof\spoof_25659.wav,0.0
..\data\train\human\human_08512.wav,1.0
..\data\train\spoof\spoof_13148.wav,0.0
..\data\train\human\human_04724.wav,1.0
..\data\train\human\human_00742.wav,1.0
..\data\train\spoof\spoof_24271.wav,0.0
..\data\train\spoof\spoof_19337.wav,0.0
..\data\train\spoof\spoof_21475.wav,0.0
..\data\train\spoof\spoof_30180.wav,0.0
..\data\train\spoof\spoof_21286.wav,0.0
..\data\train\spoof\spoof_18552.wav,0.0
..\data\train\human\human_02213.wav,1.0
..\data\train\spoof\spoof_18514.wav,0.0
..\data\train\spoof\spoof_29088.wav,0.0
..\data\train\spoof\spoof_03177.wav,0.0
..\data\train\human\human_06914.wav,1.0
..\data\train\spoof\spoof_10954.wav,0.0
..\data\train\spoof\spoof_36887.wav,0.0
..\data\train\spoof\spoof_35479.wav,0.0
..\data\train\spoof\spoof_25509.wav,0.0
..\data\train\spoof\spoof_06825.wav,0.0
..\data\train\spoof\spoof_17629.wav,0.0
..\data\train\spoof\spoof_38281.wav,0.0
..\data\train\spoof\spoof_34983.wav,0.0
..\data\train\spoof\spoof_24886.wav,0.0
..\data\train\spoof\spoof_02171.wav,0.0
..\data\train\spoof\spoof_18220.wav,0.0
..\data\train\human\human_04830.wav,1.0
..\data\train\human\human_08891.wav,1.0
..\data\train\human\human_08592.wav,1.0
..\data\train\human\human_06085.wav,1.0
